time,cair.T
0,293.15
3600,293.0674021993964
7200,292.9913081491787
10800,292.90960652854943
14400,292.82580246918167
18000,292.90486250113327
21600,293.4025385527759
25200,294.0387427254961
28800,294.15
32400,294.2960145172495
36000,294.4357160581376
39600,294.46270779335333
43200,294.5013851706432
46800,294.52331064941006
50400,294.4865253228859
54000,294.404455768541
57600,294.31405249172536
61200,294.24138877023796
64800,294.14843224304224
68400,294.0555792907823
72000,293.97396932456064
75600,293.8834286509612
79200,293.7792239883268
82800,293.67596995362413
86400,293.5756666201857
90000,293.46687423820913
93600,293.35907799697935
97200,293.25183722016305
100800,293.1702767776466
104400,293.1758653202139
108000,293.19433952440215
111600,293.4006477294686
115200,294.056767222814
118800,294.5547471160616
122400,295.09748479990355
126000,295.5714643513004
129600,295.65724595663926
133200,295.67619310781305
136800,295.65495701293514
140400,295.5492603012971
144000,295.49740478079923
147600,295.4869099715202
151200,295.40859969325453
154800,295.3210382142763
158400,295.22323264039204
162000,295.12315335403474
165600,295.02081789769426
169200,294.9190789526309
172800,294.8223269406881
176400,294.718920343707
180000,294.61328840197166
183600,294.5053990181531
187200,294.39731621814684
190800,294.29355016115505
194400,294.1980334686314
198000,294.0918244285185
201600,293.97132960930685
205200,294.59258690278705
208800,295.4100266258634
212400,296.2036645511985
216000,296.9657862006495
219600,297.69296359905275
223200,297.6447568569161
226800,297.5267255641799
230400,297.3427188184328
234000,297.28091182884765
237600,297.22256244657365
241200,297.1408358460663
244800,297.05294365579516
248400,296.9511228509465
252000,296.84662364962736
255600,296.7436626724108
259200,296.63180975872655
