time,x0
0,293.15
3600,292.93278117626426
7200,292.8542535473626
10800,292.7746969213296
14400,292.7494462776715
18000,292.80805078751115
21600,293.28178993454077
25200,293.969895802957
28800,294.1500615168794
32400,294.393745316245
36000,294.5074172811333
39600,294.4785809339715
43200,294.47120495021346
46800,294.49271988742464
50400,294.4500863065956
54000,294.3373817594545
57600,294.1500057651195
61200,293.83355260327096
64800,293.52532075355856
68400,293.19163882720375
72000,292.947497267736
75600,292.84922943725365
79200,292.74015862599543
82800,292.8181884300281
86400,292.77552046669473
90000,292.7341742710692
93600,292.66353648846996
97200,292.67583068232057
100800,292.7183402910279
104400,292.7800093079517
108000,292.4993896185933
111600,292.6019069577156
115200,293.51673541552225
118800,294.0271686325428
122400,294.57983856081967
126000,295.0626364534728
129600,295.1518773005184
133200,295.1736372382433
136800,295.1567636259632
140400,295.05397399910817
144000,294.87165511298133
147600,294.62018098687787
151200,294.3021494642513
154800,293.9762154978024
158400,293.64132059711284
162000,293.30548694130994
165600,293.0876586616055
169200,292.91967788821904
172800,293.07906298178796
176400,293.1288581589498
180000,293.1489732509969
183600,293.12431684793216
187200,293.05862045139236
190800,292.994153333474
194400,292.9594511660653
198000,293.09839923095217
201600,293.4502150280921
205200,294.4457777221628
208800,295.2639045336431
212400,296.0582984661523
216000,296.82130920942626
219600,297.54949507444115
223200,297.5021236009685
226800,297.38498195928815
230400,296.4161834706216
234000,296.2218193517055
237600,295.94629938653134
241200,295.3134828599562
244800,295.0265888543158
248400,294.8318352219468
252000,292.75044103205863
255600,292.8533353939705
259200,292.77397442828845
