time,T,Qr,vetot
0,20.0,0.0,0.0
3600,19.672773163506008,0.0,0.0
7200,19.487955473889826,0.0,0.0
10800,19.35861602963587,0.0,0.0
14400,19.235940328791003,0.0,0.0
18000,19.40289734320703,0.0,0.0
21600,20.022413004966495,0.0,0.0
25200,20.776352034259162,0.0,0.0
28800,21.00000014723372,0.0,0.0
32400,21.18256360197654,0.0,0.0
36000,21.29428280952345,0.0,0.0
39600,21.334775958136277,0.0,0.0
43200,21.369256648310454,0.0,0.0
46800,21.387039115830532,0.0,0.0
50400,21.30082324428389,0.0,0.0
54000,21.21885796624457,0.0,0.0
57600,21.160007174553925,0.0,0.0
61200,21.074331937456236,0.0,0.0
64800,20.736690031628314,0.0,0.0
68400,20.63222141111362,0.0,0.0
72000,20.52589495102933,0.0,0.0
75600,20.428078383929062,0.0,0.0
79200,20.238136490969396,0.0,0.0
82800,20.121515231708088,0.0,0.0
86400,19.953055951826286,0.0,0.0
90000,19.758095312336422,0.0,0.0
93600,19.577590800103167,0.0,0.0
97200,19.46870576000663,0.0,0.0
100800,19.386482602870274,0.0,0.0
104400,19.55065278754762,0.0,0.0
108000,19.728065116479343,0.0,0.0
111600,20.097001832086107,0.0,0.0
115200,20.999999999805596,0.0,0.0
118800,21.495736860116494,0.0,0.0
122400,22.03633321396154,0.0,0.0
126000,22.508466733734906,0.0,0.0
129600,22.593573877635208,0.0,0.0
133200,22.61201468033994,0.0,0.0
136800,22.590310447794934,0.0,0.0
140400,22.484189912545844,0.0,0.0
144000,22.389912051229203,0.0,0.0
147600,22.434653816329444,0.0,0.0
151200,22.299038352975003,0.0,0.0
154800,22.196500626885665,0.0,0.0
158400,21.902455547655336,0.0,0.0
162000,21.80587816964669,0.0,0.0
165600,21.686562554886393,0.0,0.0
169200,21.560738520341033,0.0,0.0
172800,21.454359967532298,0.0,0.0
176400,21.182560643335535,0.0,0.0
180000,21.016025798023065,0.0,0.0
183600,20.87591977654597,0.0,0.0
187200,20.756616995433774,0.0,0.0
190800,20.90007463580963,0.0,0.0
194400,20.864827420581662,0.0,0.0
198000,20.660544345513188,0.0,0.0
201600,20.791867801448518,0.0,0.0
205200,21.413809386855064,0.0,0.0
208800,22.231976280162712,0.0,0.0
212400,23.02628509993133,0.0,0.0
216000,23.789068304272178,0.0,0.0
219600,24.516960903893505,0.0,0.0
223200,24.46895716255517,0.0,0.0
226800,24.35113971229083,0.0,0.0
230400,24.167388977046244,0.0,0.0
234000,24.118248892597137,0.0,0.0
237600,24.05703872936158,0.0,0.0
241200,23.974183667661862,0.0,0.0
244800,23.889006735349597,0.0,0.0
248400,23.792799614413696,0.0,0.0
252000,23.686634878058555,-50628.27713364228,0.0
255600,23.582853020944697,-76526.76054457139,0.0
259200,23.47107760934108,-75927.30820649661,0.0
